,Target,Topics
1549,جناب آقای محسن حاجی‌میرزاییوزیر محترم آموزش و پرورش با سلامهمانطورکه مستحضرید یکی از مهم‌ترین راه‌ها,6
1550,رئیس‌جمهور محترمجناب آقای دکتر مسعود پزشکیان سلام و احترام؛ احتراماً مستدعیست به ظلم بیش از حدی که ب,0
1551,رئیس‌جمهور محترم سلام علیکم شهر خنجین با گذشت بیش از یک دهه از تبدیل شدنش به شهر، هنوز هیچ اداره‌ای ,-1
1552,مسئولین محترم اجرایی و متولیان امر نهضت ملی مسکن؛ اینجانبان امضا کنندگان این کارزار، بدینوسیله آقایا,-1
1553, استاندار محترم استان مرکزی مدیرکل محترم ورزش و جوانان استان مرکزی فرماندار محترم آشتیان سلام و احتر,134
1554,بسم الله الرحمن الرحیم استاندار محترم استان مرکزی سلام علیکم جناب آقای استاندار محترم اینجانبان امضا,13
1555,ریاست محترم جمهوری وزیر محترم راه و شهرسازی استاندار محترم مرکزی مدیرکل محترم راه و شهرسازی استان مر,-1
1556,جناب آقای مخلص‌الائمهاستاندار محترم مرکزی با سلام و احترام به استحضار می‌رساند تقاطع چهارراه دکتر حس,13
1557,نماینده محترم شهرستان تفرش، فراهان و آشتیانجناب آقای بیاتی فرماندار محترم شهرستان فراهانجناب آقای زی,5
1558,بسمه تعالی رئیس محترم جمهور رئیس محترم سازمان محیط زیست استاندار محترم مرکزی سلام اینجانبان امضا کنن,-1
1559,جناب آقای دکتر ضرغامی وزیر محترم فرهنگ و ارشاد اسلامی سلام علیکم با احترام نظر به اینکه شهر زاویه از,72
1560,به نام نامی یزدان ریاست محترم دادگستری استان مرکزی جناب آقای موسوی موضوع: جلوگیری از مازوت سوزی در ن,-1
1561,استاندار محترم استان مرکزی نماینده مردم شهرستان فراهان در مجلس رئیس اداره ارشاد شهرستان فراهان با سل,43
1562,بسمه تعالی رئیس جمهور محترمجناب آقای دکتر پزشکیان با سلام و احترام، به استحضار می‌رساند مسئولان با ا,-1
1563,رئیس محترم مجلس شورای اسلامی با سلامباتوجه به موقعیت اجتماعی و اقتصادی و جغرافیایی و پتانسیل های موج,3
1564,جناب مهندس رستم قاسمیوزیر محترم راه و شهرسازی با سلام و عرض ادباحترما به استحضار می رسانم، جاده ارتب,8
1565,جناب حجت‌الاسلام‌والمسلمین رئیسی رئیس محترم جمهوری اسلامی ایران جناب آقای قاسمیوزیر محترم راه و شهرس,-1
1566,جناب آقای مهندس رضا میرزاییمدیر کل محترم محیط زیست استان مرکزی با سلامروستای قالهر در دامنه قله ارده,25
1567,مدیر عامل محترم سازمان منطقه آزاد کیش با سلام، احتراما به اطلاع می‌رساند که پیرو رکود و کسادی بی‌ساب,-1
1568,هیئت مدیره محترم سازمان منطقه آزاد جزیره کیش با سلام؛ همانطور که مستحضرید، مدتی است مصوبه قیمت بلیت ,-1
1569,جناب آقای دکتر محمدباقر قالیبافرئیس محترم مجلس شورای اسلامی با سلام، احتراما به استحضار می‌رساند ما ,2
1570,ریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر پزشکیان با سلام و احترام؛ با آرزوی موفقیت برای برآورده,0
1571,فرمانده محترم نیروی انتظامی استان هرمزگان با سلام؛ احتراما به اطلاع می‌رساند که ما امضاکنندگان این ک,107
1572,استاندار محترم هرمزگان رئیس محترم آموزش و پرورش استان هرمزگان نماینده محترم مردم در مجلس شورای اسلام,43
1573,ریاست محترم جمهورجناب دکتر پزشکیان با سلام و تحیات؛ احتراما بدین وسیله، جامعه‌ی مدنی هرمزگان اعم از ,0
1574,مسئولین، مدیران و معتمدین محترم استان در دولت آقای دکتر پزشکیان استاندار محترم استان هرمزگان مدیرکل ,-1
1575,مدیرکل محترم آموزش و پرورش استان هرمزگان سلام دختران روستای چوخون شهرستان بشاگرد مدرسه دخترانه ندارن,-1
1576,جناب آقای دوستیاستاندار محترم استان هرمزگانبا سلاماحتراماً به استحضار می‌رساند بیش از دوسال است که خ,-1
1577,حضرت آیت‌الله العظمی خامنه‌ایرهبر معظم انقلاب اسلامیجناب آقای دکتر رئیسیرئیس محترم شورای عالی امنیت ,157
1578,جناب آقای میردادیشهردار محترم قشم با سلاممدتی است که عده‌ای پنهانی دست به کشتار سگ‌های بومی جزیره قش,-1
1579,ریاست محترم جمهوریجناب آقای دکتر پزشکیان سلام علیکم؛ با احترام به استحضار می‌رساند از آنجایی که استا,0
1580,جناب آقای سیدمسعود حسینی شهردار محترم کلان‌شهر همدان با سلام؛ احتراما با توجه به عملکرد ضعیف شما در ,-1
1581,رئیس محترم دانشگاه پیام نور مرکز همدانجناب آقای دکتر محمد ظاهری با سلام؛ احتراما به اطلاع می‌رساند، ,172
1582,بسمه تعالی رئیس محترم جمهور رئیس محترم سازمان محیط زیست استاندار محترم همدان ریاست محترم دانشگاه علو,-1
1583,بسم الله الرحمن الرحیم ریاست محترم جمهوری اسلامی ایران جناب آقای دکتر مسعود پزشکیان با سلام و احترام,116
1584,دادستان محترم کل کشور دادستان محترم استان همدان نماینده محترم شهرستان اسدآباد به اطلاع می‌رساند قوت ,122
